id,transaction_type,transaction_created_date,transaction_modified_date,product_id,quantity,purchase_order_id,customer_order_id
sdv-id-wTXLDO,1,2006-03-24 01:14:45,2006-04-02 04:45:57,81,146,,
sdv-id-LFoMCI,3,2006-03-22 16:18:42,2006-03-22 16:02:28,34,30,,
sdv-id-YkzeUm,3,2006-03-30 18:00:01,2006-04-01 21:28:54,81,24,,
sdv-id-fIzKIn,2,2006-03-24 00:12:40,2006-04-02 14:41:36,34,14,,
sdv-id-hcSKMs,3,2006-04-01 12:13:41,2006-04-08 19:43:59,7,31,,
sdv-id-WJaBWW,1,2006-03-22 16:37:56,2006-03-22 16:02:28,81,17,,
sdv-id-uHlXWh,2,2006-03-22 16:02:29,2006-03-22 16:02:28,81,10,,
sdv-id-ouDPPd,1,2006-03-25 20:53:04,2006-03-31 14:06:19,8,70,,
sdv-id-shFKxi,2,2006-03-22 20:09:15,2006-03-22 16:02:28,8,16,,
sdv-id-SbNOrF,1,2006-03-24 12:20:37,2006-03-31 22:34:31,34,47,,
sdv-id-vsDADb,3,2006-03-25 00:26:00,2006-04-04 00:31:00,7,43,,
sdv-id-BaKRVd,2,2006-03-24 02:27:38,2006-03-30 06:56:24,1,101,,
sdv-id-ajhWRj,1,2006-03-22 16:04:41,2006-03-22 16:02:28,41,14,,
sdv-id-jlhJAB,2,2006-03-22 21:00:26,2006-03-22 19:36:14,81,100,,
sdv-id-NfApgX,2,2006-03-26 14:31:37,2006-04-03 16:56:27,72,6,,
sdv-id-eGTiFG,2,2006-03-25 16:38:57,2006-04-03 07:48:40,43,21,,
sdv-id-ggLLmw,3,2006-03-27 01:31:06,2006-04-03 08:06:23,40,18,,
sdv-id-FwItBF,3,2006-03-23 05:58:33,2006-03-25 04:43:02,34,127,,
sdv-id-dUoOrG,2,2006-03-23 01:36:32,2006-03-26 14:23:57,3,9,,
sdv-id-RpTZpA,1,2006-03-23 11:43:19,2006-03-29 03:27:15,34,114,,
sdv-id-GmvGaI,3,2006-03-27 06:19:01,2006-04-08 06:36:47,72,5,,
sdv-id-PgSyNn,3,2006-03-23 02:23:40,2006-03-24 14:17:23,57,16,,
sdv-id-cUGVMo,1,2006-03-23 17:41:03,2006-03-28 12:05:18,51,143,,
sdv-id-MxSIQA,2,2006-03-23 09:08:01,2006-03-31 16:39:58,34,9,,
sdv-id-aKeJhV,1,2006-03-22 17:36:36,2006-03-22 23:42:57,65,98,,
sdv-id-Lnkkkj,1,2006-03-31 13:43:21,2006-04-05 19:41:41,7,24,,
sdv-id-AXVPOA,2,2006-03-23 02:28:40,2006-03-28 21:49:03,7,24,,
sdv-id-IbXpiX,1,2006-03-23 06:13:18,2006-03-27 07:12:07,19,35,,
sdv-id-aVdGuJ,2,2006-03-22 16:22:23,2006-03-22 16:02:28,3,181,,
sdv-id-SvBnBn,2,2006-03-22 16:04:53,2006-03-22 16:02:28,41,19,,
sdv-id-INGQPU,2,2006-03-25 19:21:05,2006-03-30 02:43:29,40,6,,
sdv-id-GEPsxi,1,2006-03-27 09:39:17,2006-04-05 22:53:34,17,38,,
sdv-id-SGOwiz,1,2006-03-23 17:46:53,2006-03-26 09:28:32,43,27,,
sdv-id-SRHXam,1,2006-03-23 02:24:16,2006-03-26 15:39:43,65,20,,
sdv-id-AbfRKv,1,2006-03-24 19:51:51,2006-04-02 06:38:10,6,164,,
sdv-id-ymfUKv,1,2006-03-22 20:20:07,2006-03-24 03:13:44,34,169,,
sdv-id-XWDRKZ,2,2006-03-25 06:15:51,2006-03-29 09:07:05,17,66,,
sdv-id-bhkxgp,1,2006-03-23 15:09:49,2006-03-29 00:00:16,57,56,,
sdv-id-mwaxQh,2,2006-03-24 23:14:18,2006-04-05 05:43:21,48,60,,
sdv-id-zzMKFJ,1,2006-03-23 03:29:31,2006-03-23 05:37:04,80,41,,
sdv-id-aNqCfY,2,2006-03-25 16:57:33,2006-04-01 01:14:44,1,132,,
sdv-id-YOqeym,2,2006-03-31 13:03:28,2006-04-11 06:24:14,4,55,,
